name,service_type,lat,lng,phone,phone_source,address,district,state,country,postcode,operator,source,last_verified
Carl Büttner Tanken,fuel,53.310898,7.7511943,112,fallback,22 Am Neuland,Uplengen,Canillo,AD,26670,,osm_enriched,2026-05-26T10:32:05.929487+00:00
CLASSIC,fuel,52.6827567,9.9093149,112,fallback,,Winsen (Aller),Canillo,AD,29308,Lühmann Tankstellen Betriebs GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Raiffeisen,fuel,51.608089,6.9333814,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Sauerland Tank bft,fuel,51.2817016,8.6587488,112,fallback,41 Hochsauerlandstraße,Willingen (Upland),Canillo,DE,34508,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Hermann Lother & Co,fuel,53.903384,9.4919203,112,fallback,24 De-Vos-Straße,Itzehoe,Canillo,DE,25524,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Argos Oil,fuel,51.3224608,6.5543819,492151311456,real,7 Alte Gladbacher Straße,Krefeld,Canillo,DE,47805,VARO Energy Retail Germany GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Behne-Flebbe,fuel,52.3366713,9.4896631,112,fallback,49 Mindener Straße,Barsinghausen,Canillo,AD,30890,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Schloss-Handel Gastankst...,fuel,51.8739568,8.6145956,112,fallback,340 Kaunitzer Straße,Schloß Holte-Stukenbrock,Canillo,DE,33758,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Raisa Stader Saatzucht,fuel,53.5497461,9.0692465,112,fallback,24 Hauptstraße,Alfstedt,Canillo,AD,27432,Stader Saatzucht,osm_enriched,2026-05-26T10:32:05.929487+00:00
Avia,fuel,53.5638702,7.3359275,112,fallback,,Großheide,Canillo,AD,26532,,osm_enriched,2026-05-26T10:32:05.929487+00:00
TOTAL,fuel,52.6762151,9.6811394,112,fallback,14 Schwarmstedter Straße,Buchholz (Aller),Canillo,DE,29690,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Schillhorn,fuel,54.1621678,9.0870595,112,fallback,6 Carl-Friedrich-Benz-Straße,Hemmingstedt,Canillo,DE,25770,Schillhorn Mineralöle,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freie T,fuel,52.6844696,7.2934856,112,fallback,61 Lingener Straße,Meppen,Canillo,AD,49716,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Nordoel-Tankstelle,fuel,52.31528,9.97361,112,fallback,,Sehnde,Canillo,AD,31319,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Avia,fuel,53.21681,7.75759,112,fallback,503 Hauptstraße,Apen,Canillo,DE,26689,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,53.4647189,7.4876686,112,fallback,27 Leerer Landstraße,Aurich,Canillo,DE,26603,Stefan Scheller,osm_enriched,2026-05-26T10:32:05.929487+00:00
Solinsky,fuel,52.4735959,8.0074929,49546492100,real,2 Maschortstraße,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,51.2504541,8.2029167,112,fallback,14 Mindener Straße,Eslohe (Sauerland),Canillo,DE,59889,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autogas Brömmel,fuel,51.7439596,6.8751508,492872807643,real,15 Osterholten,Raesfeld,Canillo,DE,46348,B & S Petroleum GbR,osm_enriched,2026-05-26T10:32:05.929487+00:00
Heinrich Wiegmann Agrarhandel,fuel,52.4607537,8.6522036,4957712285,real,30 Zur Bockwindmühle,Rahden,Canillo,DE,32369,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,53.60006,7.19259,4949314256,real,"31,32 Norddeicher Straße",Norden,Canillo,AD,26506,,osm_enriched,2026-05-26T10:32:05.929487+00:00
U. Beckmann,fuel,52.1517596,9.7933859,112,fallback,,Nordstemmen,Canillo,AD,31171,,osm_enriched,2026-05-26T10:32:05.929487+00:00
LOPP Alternative Kraftst...,fuel,51.3302246,9.4570899,112,fallback,Auf der Höhe,Kassel,Canillo,DE,34128,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Markant,fuel,51.5947227,7.1293642,112,fallback,20 Resser Weg,Herten,Canillo,DE,45699,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autoteile Gehlsen,fuel,52.9278,8.82368,112,fallback,46E Barrier Straße,Syke,Canillo,DE,28857,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Hanschens Tanktreff,fuel,53.1698821,9.0123976,112,fallback,1 Huxfelder Straße,Grasberg,Canillo,DE,28879,Marcus und Jacqueline Boenicke,osm_enriched,2026-05-26T10:32:05.929487+00:00
Avia,fuel,53.2233412,7.8126024,112,fallback,115 Hauptstraße,Apen,Canillo,AD,26689,Autohaus Tietjen GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Esso Station Richard Niehaus,fuel,51.7537,8.03111,112,fallback,18 Hammer Straße,Beckum,Canillo,AD,59269,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Tankstelle Pollert,fuel,52.2915979,8.5385706,4957428059510,real,62 Berliner Straße,Preußisch Oldendorf,Canillo,DE,32361,Yvonne Heddes,osm_enriched,2026-05-26T10:32:05.929487+00:00
Münch Anhängerreparatur,fuel,51.0575442,7.0171296,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
R. Hagen GmbH,fuel,53.4368615,7.5110015,112,fallback,,Aurich,Canillo,AD,26605,,osm_enriched,2026-05-26T10:32:05.929487+00:00
A. Janssen GmbH,car_repair,52.71389,8.28528,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Wöhning Gas Handels GmbH,fuel,51.6909983,8.7419482,112,fallback,28 Halberstädter Straße,Paderborn,Canillo,DE,33106,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed fuel,fuel,53.0641855,7.275914,112,fallback,,Rhede (Ems),Canillo,AD,26899,Gottschald OHG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Orlen,fuel,51.1147286,6.9519774,492173995954,real,32-34 Richrather Straße,Langenfeld,Canillo,AD,40764,ORLEN Deutschland GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
LBG Damme eG,fuel,52.51506,8.20056,112,fallback,8 Südring,Damme,Canillo,DE,49401,,osm_enriched,2026-05-26T10:32:05.929487+00:00
KFZ-Service Bührmann,car_repair,52.7384251,8.1890669,494446961163,real,Harmer Straße,Bakum,Canillo,AD,49456,Franz-Josef Bührmann,osm_enriched,2026-05-26T10:32:05.929487+00:00
K&W Gastankstellen Unter,fuel,51.4727,6.63913,112,fallback,26 Konrad-Zuse-Straße,Moers,Canillo,DE,47445,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Raiffeisen,fuel,52.6822711,8.8382039,112,fallback,178 Nienburger Straße,Sulingen,Canillo,DE,27232,Raiffeisen Groß Lessen-Diepholz,osm_enriched,2026-05-26T10:32:05.929487+00:00
Alternoil GmbH,fuel,51.1829319,7.2309857,112,fallback,19a Auf dem Knapp,Remscheid,Canillo,AD,42855,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Mühlenbeck,fuel,51.8648619,9.8737712,112,fallback,,Einbeck,Canillo,AD,37574,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Reifen Günther,fuel,52.6676412,7.9506344,112,fallback,31 Hindenburgstraße,Quakenbrück,Canillo,DE,49610,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Behrenswerth Mineralöle,fuel,52.1354077,8.1164235,112,fallback,,Hilter,Canillo,AD,49176,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Mein Mechaniker,fuel,53.6869826,8.6147957,112,fallback,,Geestland,Canillo,AD,27607,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Raiffeisen,fuel,52.1485,9.08142,112,fallback,10c Extertalstraße,Rinteln,Canillo,DE,31737,,osm_enriched,2026-05-26T10:32:05.929487+00:00
BfT,fuel,51.23506,7.83794,112,fallback,55 Lennestraße,Plettenberg,Canillo,DE,58840,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Raiffeisen,fuel,52.5817938,6.9534403,112,fallback,13 Bathorner Diek,Hoogstede,Canillo,AD,49846,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Schonhoff GmbH,fuel,52.41443,7.08326,495921990211,real,8A Vennweg,Nordhorn,Canillo,AD,48529,,osm_enriched,2026-05-26T10:32:05.929487+00:00
wash & service park,fuel,52.4033215,7.5505492,112,fallback,,Schapen,Canillo,AD,48480,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Tanken und Waschen Middeke,fuel,51.8063593,9.196213,4952767045,real,13 Zum Bollkasten,Marienmünster,Canillo,AD,37696,,osm_enriched,2026-05-26T10:32:05.929487+00:00
AMS Richter,fuel,51.518503,7.5000166,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Reifen-Schuster,fuel,51.0327363,6.6973457,492183414940,real,5 Mariannenpark,Rommerskirchen,Canillo,DE,41569,,osm_enriched,2026-05-26T10:32:05.929487+00:00
G. Mühlenbrock,fuel,51.6102668,7.2729004,112,fallback,4a Ickerottweg,Recklinghausen,Canillo,DE,45665,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Kfz-Werkstatt Thomas Nissen,car_repair,53.1072772,9.1845943,112,fallback,58 Stuckenborsteler Straße,Sottrum,Canillo,AD,27367,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Ungermann,fuel,53.9287488,9.8898615,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
GASETEAM GmbH & Co. KG,fuel,51.62778,7.42056,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
SB Tankstation,fuel,53.07079,8.16167,4944078771,real,13 Ammerländer Straße,Wardenburg,Canillo,AD,26203,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed car_repair,car_repair,52.48639,9.81028,112,fallback,,Isernhagen,Canillo,AD,30916,,osm_enriched,2026-05-26T10:32:05.929487+00:00
J. Wenk's Automobil-Service,fuel,53.5756057,9.84267,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Car la Carte GmbH,car_repair,51.4799609,7.3170816,112,fallback,71 Am Heerbusch,Bochum,Canillo,DE,44894,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Subaru-Born,fuel,51.0415067,8.3866932,112,fallback,56 Ederstraße,Bad Berleburg,Canillo,AD,57319,,osm_enriched,2026-05-26T10:32:05.929487+00:00
B & S Petroleum GbR,fuel,51.9416842,7.1482222,112,fallback,,Coesfeld,Canillo,AD,48653,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Tankstelle Pöckelmann,fuel,51.2167704,7.5933909,112,fallback,178 Lösenbacher Landstraße,Lüdenscheid,Canillo,DE,58509,Freie Tankstelle,osm_enriched,2026-05-26T10:32:05.929487+00:00
Bunse GmbH,fuel,51.4521669,8.8373935,112,fallback,60 Bredelarer Straße,Marsberg,Canillo,DE,34431,,osm_enriched,2026-05-26T10:32:05.929487+00:00
B & S Petroleum GbR,fuel,52.0787337,7.0311189,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
BfT,fuel,51.4050641,9.6394863,112,fallback,Wilhelmshäuser Straße,Hann. Münden,Canillo,AD,34346,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Raiffeisen,fuel,51.1661622,8.3099183,112,fallback,11 Kornhausstraße,Schmallenberg,Canillo,AD,57392,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Classic,fuel,53.583,8.74288,112,fallback,,Geestland,Canillo,AD,27624,Fam. Ehlers,osm_enriched,2026-05-26T10:32:05.929487+00:00
Car Wash Point,fuel,52.85944,7.27917,112,fallback,9 Luddenfehn,Niederlangen,Canillo,AD,49779,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,51.5865755,9.9267902,112,fallback,45a Göttinger Straße,Bovenden,Canillo,AD,37120,,osm_enriched,2026-05-26T10:32:05.929487+00:00
PIEPER,fuel,51.571,6.96431,112,fallback,12e Möllerstraße,Gladbeck,Canillo,AD,45966,,osm_enriched,2026-05-26T10:32:05.929487+00:00
M1 Linden,fuel,52.3653868,9.689932,112,fallback,,El Tarter,Canillo,AD,,Mundt Energie-Services,osm_enriched,2026-05-26T10:32:05.929487+00:00
PS Tank & Shop,fuel,52.4984656,7.9536789,112,fallback,Gosestraße,Alfhausen,Canillo,AD,49594,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Die Werkstatt Steinhagen,car_repair,52.0106477,8.4350939,4952043216,real,75 Bielefelder Straße,Steinhagen,Canillo,DE,33803,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Stellfeld & Ernst GmbH,fuel,51.62241,7.42266,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
RWG Grafschaft Hoya eG,fuel,52.95556,9.08361,112,fallback,,Thedinghausen,Canillo,DE,27321,,osm_enriched,2026-05-26T10:32:05.929487+00:00
ARAL,fuel,51.8364794,9.463522,49553193510,real,66 Allersheimer Straße,Holzminden,Canillo,AD,37603,Heinrich Henze,osm_enriched,2026-05-26T10:32:05.929487+00:00
BFT,fuel,52.5410099,7.879545,112,fallback,13 Alfhausener Straße,Ankum,Canillo,DE,49577,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Färber-Gas Flensburg GmbH,fuel,54.7809557,9.3977731,112,fallback,143 Westerallee,Flensburg,Canillo,DE,24941,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Heidesand RWG eG,fuel,53.0387386,9.7051243,112,fallback,Brochdorfer Straße,Neuenkirchen,Canillo,DE,29643,,osm_enriched,2026-05-26T10:32:05.929487+00:00
H & J Gastechnik,fuel,51.2833801,9.3223613,112,fallback,,Schauenburg,Canillo,DE,34270,,osm_enriched,2026-05-26T10:32:05.929487+00:00
FTE GmbH,fuel,52.4029107,7.3072805,112,fallback,,Emsbüren,Canillo,DE,48488,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Rudi Bachmann e...,fuel,51.1295634,9.9763436,112,fallback,,Wehretal,Canillo,AD,37287,,osm_enriched,2026-05-26T10:32:05.929487+00:00
JET,fuel,51.5718748,6.5218642,112,fallback,81a Rathausstraße,Alpen,Canillo,AD,46519,Fjolla Rustemi,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,54.2144826,8.923135,112,fallback,27 Schülper Straße,Wesselburen,Canillo,DE,25764,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Stadtwerke,fuel,53.115013,9.4104158,112,fallback,Mittelweg,Rotenburg (Wümme),Canillo,DE,27356,,osm_enriched,2026-05-26T10:32:05.929487+00:00
FM Tankstelle Nenndorf,fuel,53.3772528,9.8925089,4941085903906,real,,El Tarter,Canillo,AD,,Frommann Ebergie GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Westfalen,fuel,52.2887748,7.4412048,112,fallback,26 Lingener Damm,Rheine,Canillo,DE,48429,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Heinz Niederdorf,fuel,52.1993744,9.1403148,112,fallback,9 Landwehrstraße,Rinteln,Canillo,DE,31737,,osm_enriched,2026-05-26T10:32:05.929487+00:00
HIRO Automarkt GmbH,fuel,53.4004608,7.2089302,112,fallback,,Hinte,Canillo,AD,26759,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Raith,fuel,51.62144,9.9341,112,fallback,6 Klosteracker,Nörten-Hardenberg,Canillo,DE,37176,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Erdgastankstelle Stadtwerke,fuel,53.5979477,7.2356811,112,fallback,88 Landstraße,Lütetsburg,Canillo,DE,26506,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Steffens KFZ-Reparatur G,fuel,51.5830382,6.5227423,112,fallback,98 Weseler Straße,Alpen,Canillo,AD,46519,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Tankhof,fuel,51.18944,7.16306,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
ASB GmbH,fuel,52.6915965,7.6045625,112,fallback,9 Boschstraße,Herzlake,Canillo,DE,49770,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Hilgenberg,fuel,51.1338,9.43933,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Jantzon,fuel,52.19987,9.0295,495751993611,real,83 Weserstraße,Porta Westfalica,Canillo,DE,32457,,osm_enriched,2026-05-26T10:32:05.929487+00:00
GaseTeam,fuel,51.6422444,7.3351382,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Stadtwerke,fuel,52.5285074,7.3221929,112,fallback,,Lingen (Ems),Canillo,AD,49808,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Auto Crew Gretkiewiz,fuel,52.307801,9.3690581,112,fallback,6A Gottlieb-Daimler-Straße,Rodenberg,Canillo,DE,31552,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Schmale,fuel,52.3024033,8.5617557,49574134880,real,113 Hauptstraße,Lübbecke,Canillo,AD,32312,Schmale Fritz GmbH Autohaus,osm_enriched,2026-05-26T10:32:05.929487+00:00
Joiss,fuel,52.50106,8.99343,112,fallback,15 Hauptstraße,Stolzenau,Canillo,AD,31592,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Shell,fuel,51.8337425,7.0503791,49286494250,real,5 Coesfelder Straße,Reken,Canillo,DE,48734,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Auto Claassen,fuel,53.6090067,7.5152477,112,fallback,,Ochtersum,Canillo,AD,26489,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Avia,fuel,51.9179791,8.7615251,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
GS Freie T,fuel,52.5039593,7.4790653,112,fallback,1 Zur Sunderinge,Thuine,Canillo,AD,49832,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Q1,fuel,52.1999534,7.9894346,112,fallback,23 Höhenweg,Hagen am Teutoburger Wald,Canillo,DE,49170,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Esso,fuel,51.01752,7.24265,112,fallback,212 Wipperfürther Straße,Kürten,Canillo,DE,51515,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Esso,fuel,52.7839464,8.4320539,494444317,real,6 Hauptstraße,Goldenstedt,Canillo,AD,49424,Hauke Hülk,osm_enriched,2026-05-26T10:32:05.929487+00:00
Geling,fuel,51.9366,6.87246,4928627696,real,16 Ramsdorfer Straße,Südlohn,Canillo,AD,46354,Joh. Geling GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Müller GmbH,fuel,53.3802848,8.1249999,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Total,fuel,51.18103,7.17423,112,fallback,27 Schüttendelle,Remscheid,Canillo,AD,42857,,osm_enriched,2026-05-26T10:32:05.929487+00:00
HEM,fuel,52.02084,9.77594,112,fallback,19 An der Bundesstraße,Alfeld,Canillo,AD,31061,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Muhr GmbH,fuel,51.0878,7.08563,112,fallback,,Burscheid,Canillo,AD,51399,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Nordoel,fuel,53.9514631,9.706903,112,fallback,32 Overndorfer Straße,Kellinghusen,Canillo,DE,25548,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autocenter Brockhagen Kriegel GmbH,fuel,51.99505,8.345316,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Reifen M+G/Optigas,fuel,51.82417,6.51361,112,fallback,1 Landweg,Isselburg,Canillo,DE,46419,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Felta,fuel,53.3954574,8.0138259,112,fallback,14 Steinhauser Straße,Bockhorn,Canillo,DE,26345,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Westfalen,fuel,51.4098777,6.7526876,112,fallback,225 Wanheimer Straße,Duisburg,Canillo,DE,47053,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Bücker + Funke,fuel,51.8970105,7.0050663,112,fallback,11 Alter Torfweg,Velen,Canillo,DE,46342,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Bertram SB Tankstelle,fuel,52.5818433,9.5883466,49507278013,real,16 Abbenser Straße,Neustadt am Rübenberge,Canillo,AD,31535,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Esso,fuel,52.6677345,8.2415949,112,fallback,Schellohner Weg,Lohne (Oldenburg),Canillo,DE,49393,Becker,osm_enriched,2026-05-26T10:32:05.929487+00:00
Bremmenkamp & Partner,fuel,53.70884,9.21559,112,fallback,,Osten,Canillo,AD,21756,,osm_enriched,2026-05-26T10:32:05.929487+00:00
B&S Petroleum GbR,fuel,51.6355421,8.5000981,112,fallback,,El Tarter,Canillo,AD,,B&S Petroleum GbR,osm_enriched,2026-05-26T10:32:05.929487+00:00
Avia,fuel,53.3404575,8.1864651,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Total,fuel,51.2719412,6.8165038,112,fallback,282 Theodorstraße,Düsseldorf,Canillo,DE,40472,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Schwalbe,car_repair,53.5846117,8.1047059,494421995333,real,182 Flutstraße,Wilhelmshaven,Canillo,DE,26388,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Auto Bureck GmbH,fuel,52.4193958,8.6146227,112,fallback,Carl-Zeiss-Straße,Rahden,Canillo,DE,32369,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Medizintechnik Tornesch...,fuel,53.6931,9.72633,112,fallback,,Tornesch,Canillo,AD,25436,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Theodor Rubart Mineralöle und Schmierstoffe GmbH & Co.,fuel,51.5585265,7.909922,112,fallback,24 Hammer Straße,Werl,Canillo,DE,59457,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Rudolf Domjahn e.K.,fuel,51.67917,6.86238,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Shell,fuel,51.0067244,9.3683732,112,fallback,13 Marburger Straße,Homberg (Efze),Canillo,AD,34576,,osm_enriched,2026-05-26T10:32:05.929487+00:00
OIL!,fuel,53.8522218,9.6792676,112,fallback,14 Bahnhofstraße,Westerhorn,Canillo,DE,25364,Libansky,osm_enriched,2026-05-26T10:32:05.929487+00:00
SB-Tank Alcan,fuel,51.41815,7.52233,112,fallback,150 Reichshofstraße,Schwerte,Canillo,AD,58239,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,52.33226,8.31454,112,fallback,Osnabrücker Straße,Bad Essen,Canillo,AD,49152,,osm_enriched,2026-05-26T10:32:05.929487+00:00
bft Willer Felde,fuel,54.3167725,9.9580094,49434040740,real,35-37 Klein Nordseer Straße,Felde,Canillo,DE,24242,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Viktor Docenko 1a autoservice,car_repair,51.448079,7.7586966,49237366166,real,5b Ringstraße,Menden (Sauerland),Canillo,AD,58708,Viktor Docenko,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autogas-Zentrum-Ammerlan...,fuel,53.1247216,7.997029,112,fallback,Oldenburger Straße,Edewecht,Canillo,AD,26188,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Euroautomobile Grüning,fuel,53.70639,8.70222,112,fallback,21 Ortsallee,Geestland,Canillo,AD,27607,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral Osternburg,fuel,53.1292238,8.2273256,494419987199,real,72 Bremer Straße,Oldenburg,Canillo,DE,26135,Tanja Bölts,osm_enriched,2026-05-26T10:32:05.929487+00:00
B & S Petroleum GbR,fuel,51.6845692,6.8801852,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
RWG Märkisches-Sauerland...,fuel,51.2674275,7.4589419,112,fallback,,Breckerfeld,Canillo,AD,58339,,osm_enriched,2026-05-26T10:32:05.929487+00:00
CLASSIC Tankstelle,fuel,52.9984897,9.0918678,49420270230,real,217 Verdener Straße,Achim,Canillo,DE,28832,Lühmann Tankstellen Betriebs GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
GGAutogas,fuel,51.4118702,7.1860381,112,fallback,Ruhrallee,Hattingen,Canillo,AD,45525,,osm_enriched,2026-05-26T10:32:05.929487+00:00
HEM,fuel,53.6867925,9.792173,112,fallback,32 Bundesstraße,Kummerfeld,Canillo,AD,25495,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Berling,fuel,52.5452686,7.8656643,495462366,real,1 Loxtener Straße,Ankum,Canillo,DE,49577,Heiner Berling,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Hantke GmbH,fuel,51.3991146,7.2137078,112,fallback,Im Vogelsang,Hattingen,Canillo,AD,45527,,osm_enriched,2026-05-26T10:32:05.929487+00:00
J. Hannöver,fuel,52.8012843,7.8869943,112,fallback,66 Unnerweg,Lastrup,Canillo,DE,49688,Jens Hannöver,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Meyer / Autogas...,fuel,53.2501,8.81114,112,fallback,,Osterholz-Scharmbeck,Canillo,DE,27711,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Classic,fuel,52.9513,9.00647,112,fallback,,Thedinghausen,Canillo,DE,27321,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Raiffeisen,fuel,52.871,7.31475,112,fallback,Hafenstraße,Lathen,Canillo,AD,49762,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Q1,fuel,52.3127048,7.7912264,112,fallback,81 Westerkappelner Straße,Mettingen,Canillo,DE,49497,,osm_enriched,2026-05-26T10:32:05.929487+00:00
B & C Autoservice,fuel,51.6118362,6.9250469,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
HEM,fuel,51.5464991,7.4501819,112,fallback,161 Lindenhorster Straße,Dortmund,Canillo,AD,44339,,osm_enriched,2026-05-26T10:32:05.929487+00:00
LBD Damme eG Lager Venne,fuel,52.3807449,8.1749352,4954761455,real,1 Venner Esch,Ostercappeln,Canillo,AD,49179,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Raiffeisen,fuel,53.47523,8.65717,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Raiffeisen,fuel,52.4576086,9.1497214,112,fallback,19 Leeser Straße,Rehburg-Loccum,Canillo,DE,31547,Raiffeisen Agil Leese eG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Heinrich Albers OHG,fuel,53.5857295,7.2217788,494931959590,real,29a Bahnhofstraße,Norden,Canillo,DE,26506,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Rohde-Mobile,fuel,53.55155,7.66061,112,fallback,,Wittmund,Canillo,AD,26409,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Wangerland,fuel,53.65774,7.91597,112,fallback,,Wangerland,Canillo,DE,26434,,osm_enriched,2026-05-26T10:32:05.929487+00:00
ARAL,fuel,53.4823115,7.4902864,112,fallback,109 Esenser Straße,Aurich,Canillo,DE,26607,,osm_enriched,2026-05-26T10:32:05.929487+00:00
